[2024-11-28 15:00:40] info: 	z2m: Logging to console, file (filename: log.log)
[2024-11-28 15:00:40] info: 	z2m: Starting Zigbee2MQTT version 1.41.0 (commit #cc31cea)
[2024-11-28 15:00:40] info: 	z2m: Starting zigbee-herdsman (2.1.7)
[2024-11-28 15:00:40] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyACM0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2024-11-28 15:00:40] info: 	zh:zstack:znp: Serialport opened
[2024-11-28 15:00:40] info: 	z2m: zigbee-herdsman started (resumed)
[2024-11-28 15:00:40] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":2,"majorrel":2,"minorrel":7,"product":2,"revision":20200211,"transportrev":2},"type":"zStack30x"}'
[2024-11-28 15:00:40] info: 	z2m: Розетка котла (0x00158d00039e22ad): ZNCZ02LM - Xiaomi Mi smart plug (Router)
[2024-11-28 15:00:40] info: 	z2m: Освітлення комори та гаражу (0x00158d000490abbb): QBKG12LM - Aqara Smart wall switch (with neutral, double rocker) (Router)
[2024-11-28 15:00:40] info: 	z2m: Датчик дверей гаражу (0x00158d00032198ab): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Датчик руху до гаражу (0x00158d0003021258): RTCGQ11LM - Aqara Motion sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Бойлер (0x187a3efffe479508): TO-Q-SY1-JZT - Tongou Din smart relay (with power monitoring via polling) (Router)
[2024-11-28 15:00:41] info: 	z2m: Датчик дверей підвалу (0x00158d00032b8810): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Датчик протікання води у ванній (0x00158d0004447ad2): SJCGQ11LM - Aqara Water leak sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Датчик протікання води у підвалі (0x00158d0004447a4c): SJCGQ11LM - Aqara Water leak sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Повторювач над холодильником (0x00124b0014d9a2a8): CC2530.ROUTER - Custom devices (DiY) CC2530 router (Router)
[2024-11-28 15:00:41] info: 	z2m: Температура у кухні (0x00158d0003230730): WSDCGQ11LM - Aqara Temperature and humidity sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Кнопка дзвінка (0x00158d00044b62d1): WXKG11LM - Aqara Wireless mini switch (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Дзвінок на вулиці (0x00158d00042bf9b9): WXKG11LM - Aqara Wireless mini switch (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Температура у ванній (0x00158d000309b7e3): WSDCGQ11LM - Aqara Temperature and humidity sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Розетка теплої підлоги (0x00158d00039e208a): ZNCZ02LM - Xiaomi Mi smart plug (Router)
[2024-11-28 15:00:41] info: 	z2m: Вимикач освітлення сходів (0x00158d00014a6581): QBKG11LM - Aqara Smart wall switch (with neutral, single rocker) (Router)
[2024-11-28 15:00:41] info: 	z2m: Контакт датчика відкриття вхідних дверей (0x00158d0003cd58b6): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Датчик руху на сходах (0x00158d00036c1dc2): RTCGQ11LM - Aqara Motion sensor (EndDevice)
[2024-11-28 15:00:41] info: 	z2m: Currently 17 devices are joined.
[2024-11-28 15:00:41] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2024-11-28 15:00:41] warning: 	z2m: Allowing new devices to join.
[2024-11-28 15:00:41] warning: 	z2m: Set `permit_join` to `false` once you joined all devices.
[2024-11-28 15:00:41] info: 	z2m: Zigbee: allowing new devices to join.
[2024-11-28 15:00:41] info: 	z2m: Connecting to MQTT server at mqtt://127.0.0.1
[2024-11-28 15:00:41] info: 	z2m: Connected to MQTT server
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload 'online'
[2024-11-28 15:00:41] info: 	z2m: Started frontend on port 8090
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/config', payload '{"commit":"cc31cea","coordinator":{"meta":{"maintrel":2,"majorrel":2,"minorrel":7,"product":2,"revision":20200211,"transportrev":2},"type":"zStack30x"},"log_level":"info","network":{"channel":25,"extendedPanID":"0x00124b00194af511","panID":6754},"permit_join":true,"version":"1.41.0"}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T12:59:33.191Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Освітлення комори та гаражу', payload '{"consumption":38.03789138793945,"device_temperature":10,"energy":38,"last_seen":"2024-11-28T12:59:15.184Z","linkquality":0,"power":0,"power_outage_count":640,"state_left":"OFF","state_right":"OFF","update":{"installed_version":95,"latest_version":95,"state":"available"},"update_available":true}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик дверей гаражу', payload '{"battery":100,"contact":true,"device_temperature":9,"last_seen":"2024-11-28T12:30:00.037Z","linkquality":0,"power_outage_count":818,"trigger_count":0,"voltage":3045}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик руху до гаражу', payload '{"battery":100,"device_temperature":9,"illuminance":329,"illuminance_lux":329,"last_seen":"2024-11-28T12:12:44.392Z","linkquality":0,"occupancy":false,"power_outage_count":396,"voltage":3025}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T12:59:49.333Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":242}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик дверей підвалу', payload '{"battery":83,"contact":true,"device_temperature":13,"last_seen":"2024-11-28T12:50:04.023Z","linkquality":0,"power_outage_count":787,"trigger_count":0,"voltage":2975}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик протікання води у ванній', payload '{"battery":100,"device_temperature":19,"last_seen":"2024-11-28T12:58:11.896Z","linkquality":0,"power_outage_count":15,"trigger_count":0,"voltage":3085}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик протікання води у підвалі', payload '{"battery":97,"device_temperature":17,"last_seen":"2024-11-28T12:51:53.584Z","linkquality":0,"power_outage_count":176,"trigger_count":0,"voltage":2995}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Повторювач над холодильником', payload '{"last_seen":"2024-11-28T13:00:11.092Z","led":false,"linkquality":0}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Температура у кухні', payload '{"battery":90,"humidity":66.93,"last_seen":"2024-11-28T12:22:33.409Z","linkquality":0,"power_outage_count":37132,"pressure":980.5,"temperature":18.67,"voltage":2985}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Кнопка дзвінка', payload '{"battery":100,"device_temperature":13,"last_seen":"2024-11-28T12:57:48.741Z","linkquality":0,"power_outage_count":947,"voltage":3055}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Дзвінок на вулиці', payload '{"battery":100,"device_temperature":9,"last_seen":"2024-11-28T12:52:34.631Z","linkquality":0,"power_outage_count":94,"voltage":3115}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Температура у ванній', payload '{"battery":83,"humidity":78.75,"last_seen":"2024-11-28T12:32:33.826Z","linkquality":0,"power_outage_count":50122,"pressure":980.6,"temperature":16.56,"voltage":2975}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка теплої підлоги', payload '{"consumption":0.1539684236049652,"device_temperature":40,"energy":0.15,"last_seen":"2024-11-28T13:00:03.641Z","linkquality":0,"power":0,"power_outage_count":1151,"state":"OFF","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Вимикач освітлення сходів', payload '{"consumption":9.376347541809082,"device_temperature":14,"energy":9.38,"last_seen":"2024-11-28T12:54:30.505Z","linkquality":0,"power":0,"power_outage_count":1140,"state":"OFF"}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Контакт датчика відкриття вхідних дверей', payload '{"battery":83,"contact":true,"device_temperature":10,"last_seen":"2024-11-28T12:27:46.227Z","linkquality":0,"power_outage_count":1420,"trigger_count":0,"voltage":2975}'
[2024-11-28 15:00:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик руху на сходах', payload '{"battery":90,"device_temperature":11,"illuminance":95,"illuminance_lux":95,"last_seen":"2024-11-28T12:08:56.456Z","linkquality":0,"occupancy":false,"power_outage_count":431,"voltage":2985}'
[2024-11-28 15:00:41] info: 	z2m: Zigbee2MQTT started!
[2024-11-28 15:00:57] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка теплої підлоги', payload '{"consumption":0.1539684236049652,"device_temperature":40,"energy":0.15,"last_seen":"2024-11-28T13:00:57.665Z","linkquality":0,"power":0,"power_outage_count":1151,"state":"OFF","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:01:10] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Повторювач над холодильником', payload '{"last_seen":"2024-11-28T13:01:10.884Z","led":false,"linkquality":0}'
[2024-11-28 15:01:22] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:01:22.189Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:01:41] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T13:01:41.950Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":243}'
[2024-11-28 15:01:48] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка теплої підлоги', payload '{"consumption":0.1539684236049652,"device_temperature":40,"energy":0.15,"last_seen":"2024-11-28T13:01:48.651Z","linkquality":0,"power":0,"power_outage_count":1151,"state":"OFF","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:02:07] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Вимикач освітлення сходів', payload '{"consumption":9.376347541809082,"device_temperature":13,"energy":9.38,"last_seen":"2024-11-28T13:02:07.325Z","linkquality":0,"power":0,"power_outage_count":1140,"state":"OFF"}'
[2024-11-28 15:02:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Повторювач над холодильником', payload '{"last_seen":"2024-11-28T13:02:11.085Z","led":false,"linkquality":0}'
[2024-11-28 15:02:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T13:02:11.198Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":243}'
[2024-11-28 15:02:15] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:02:15.193Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:02:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T13:02:16.218Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":243}'
[2024-11-28 15:02:45] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка теплої підлоги', payload '{"consumption":0.1539684236049652,"device_temperature":40,"energy":0.15,"last_seen":"2024-11-28T13:02:45.679Z","linkquality":0,"power":0,"power_outage_count":1151,"state":"OFF","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:02:55] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T13:02:55.126Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":243}'
[2024-11-28 15:03:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T13:03:17.353Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":243}'
[2024-11-28 15:03:59] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик руху на сходах', payload '{"battery":90,"device_temperature":10,"illuminance":74,"illuminance_lux":74,"last_seen":"2024-11-28T13:03:59.456Z","linkquality":0,"occupancy":false,"power_outage_count":431,"voltage":2985}'
[2024-11-28 15:04:05] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:04:05.192Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:04:10] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T13:04:10.331Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":243}'
[2024-11-28 15:05:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T13:05:23.514Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":243}'
[2024-11-28 15:06:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Повторювач над холодильником', payload '{"last_seen":"2024-11-28T13:06:11.077Z","led":false,"linkquality":0}'
[2024-11-28 15:06:23] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":397.62,"last_seen":"2024-11-28T13:06:23.920Z","linkquality":0,"power":0,"state":"ON","update":{"installed_version":69,"latest_version":69,"state":"idle"},"voltage":243}'
[2024-11-28 15:06:45] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:06:45.240Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:07:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:07:01.720Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:07:01] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:07:01.720Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"OFF","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:07:30] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:07:30.390Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"OFF","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:07:30] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:07:30.390Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:07:30] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:07:30.427Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:07:53] error: 	z2m: Publish 'set' 'state' to 'Розетка котла' failed: 'Error: ZCL command 0x00158d00039e22ad/1 genOnOff.on({}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":false,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Timeout - 37375 - 1 - 12 - 6 - 11 after 10000ms)'
[2024-11-28 15:07:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/log', payload '{"message":"Publish 'set' 'state' to 'Розетка котла' failed: 'Error: ZCL command 0x00158d00039e22ad/1 genOnOff.on({}, {\"timeout\":10000,\"disableResponse\":false,\"disableRecovery\":false,\"disableDefaultResponse\":false,\"direction\":0,\"reservedBits\":0,\"writeUndiv\":false}) failed (Timeout - 37375 - 1 - 12 - 6 - 11 after 10000ms)'","meta":{"friendly_name":"Розетка котла"},"type":"zigbee_publish_error"}'
[2024-11-28 15:07:53] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:07:53.507Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:08:06] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:08:06.496Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
[2024-11-28 15:08:06] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.078120231628418,"device_temperature":35,"energy":8.08,"last_seen":"2024-11-28T13:08:06.496Z","linkquality":0,"power":1.44,"power_outage_count":1263,"state":"ON","update":{"installed_version":92,"latest_version":92,"state":"idle"}}'
