[2024-10-16 15:22:15] info: 	z2m: Logging to console, file (filename: log.log)
[2024-10-16 15:22:15] info: 	z2m: Starting Zigbee2MQTT version 1.40.2 (commit #e06848d)
[2024-10-16 15:22:15] info: 	z2m: Starting zigbee-herdsman (2.1.3)
[2024-10-16 15:22:16] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyACM0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2024-10-16 15:22:16] info: 	zh:zstack:znp: Serialport opened
[2024-10-16 15:22:16] info: 	z2m: zigbee-herdsman started (resumed)
[2024-10-16 15:22:16] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":2,"majorrel":2,"minorrel":7,"product":2,"revision":20200211,"transportrev":2},"type":"zStack30x"}'
[2024-10-16 15:22:16] info: 	z2m: Currently 0 devices are joined.
[2024-10-16 15:22:16] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2024-10-16 15:22:16] warning: 	z2m: Allowing new devices to join.
[2024-10-16 15:22:16] warning: 	z2m: Set `permit_join` to `false` once you joined all devices.
[2024-10-16 15:22:16] info: 	z2m: Zigbee: allowing new devices to join.
[2024-10-16 15:22:16] info: 	z2m: Connecting to MQTT server at mqtt://127.0.0.1
[2024-10-16 15:22:16] info: 	z2m: Connected to MQTT server
[2024-10-16 15:22:16] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2024-10-16 15:22:17] info: 	z2m: Started frontend on port 8090
[2024-10-16 15:22:17] info: 	z2m: Zigbee2MQTT started!
[2024-10-16 15:29:11] info: 	z2m: Zigbee: allowing new devices to join.
[2024-10-16 15:29:11] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/response/permit_join', payload '{"data":{"value":true},"status":"ok"}'
[2024-10-16 15:30:14] info: 	zh:controller: Interview for '0x00158d00039e22ad' started
[2024-10-16 15:30:14] info: 	z2m: Device 'Розетка котла' joined
[2024-10-16 15:30:14] info: 	z2m: Starting interview of 'Розетка котла'
[2024-10-16 15:30:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"Розетка котла","ieee_address":"0x00158d00039e22ad"},"type":"device_joined"}'
[2024-10-16 15:30:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"Розетка котла","ieee_address":"0x00158d00039e22ad","status":"started"},"type":"device_interview"}'
[2024-10-16 15:30:14] info: 	zh:controller:device: Device '0x00158d00039e22ad' is only compliant to revision 'pre-21' of the ZigBee specification (current revision: 23).
[2024-10-16 15:30:14] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/event', payload '{"data":{"friendly_name":"Розетка котла","ieee_address":"0x00158d00039e22ad"},"type":"device_announce"}'
[2024-10-16 15:30:15] info: 	zh:controller: Succesfully interviewed '0x00158d00039e22ad'
[2024-10-16 15:30:15] info: 	z2m: Successfully interviewed 'Розетка котла', device has successfully been paired
[2024-10-16 15:30:15] info: 	z2m: Device 'Розетка котла' is supported, identified as: Xiaomi Mi smart plug (ZNCZ02LM)
[2024-10-16 15:30:15] info: 	z2m: Configuring 'Розетка котла'
[2024-10-16 15:30:15] info: 	z2m: Successfully configured 'Розетка котла'
