[2024-10-16 21:14:12] info: 	z2m: Logging to console, file (filename: log.log)
[2024-10-16 21:14:12] info: 	z2m: Starting Zigbee2MQTT version 1.40.2 (commit #e06848d)
[2024-10-16 21:14:12] info: 	z2m: Starting zigbee-herdsman (2.1.3)
[2024-10-16 21:14:13] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyACM0","baudRate":115200,"rtscts":false,"autoOpen":false}
[2024-10-16 21:14:13] info: 	zh:zstack:znp: Serialport opened
[2024-10-16 21:14:13] info: 	z2m: zigbee-herdsman started (resumed)
[2024-10-16 21:14:13] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":2,"majorrel":2,"minorrel":7,"product":2,"revision":20200211,"transportrev":2},"type":"zStack30x"}'
[2024-10-16 21:14:13] info: 	z2m: Розетка котла (0x00158d00039e22ad): ZNCZ02LM - Xiaomi Mi smart plug (Router)
[2024-10-16 21:14:13] info: 	z2m: Вимикач освітлення сходів (0x00158d00014a6581): QBKG11LM - Aqara Smart wall switch (with neutral, single rocker) (Router)
[2024-10-16 21:14:13] info: 	z2m: Освітлення комори та гаражу (0x00158d000490abbb): QBKG12LM - Aqara Smart wall switch (with neutral, double rocker) (EndDevice)
[2024-10-16 21:14:13] info: 	z2m: Датчика відкриття вхідних дверей (0x00158d0003cd58b6): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-10-16 21:14:13] info: 	z2m: Датчик дверей гаражу (0x00158d00032198ab): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-10-16 21:14:13] info: 	z2m: Датчик руху до гаражу (0x00158d0003021258): RTCGQ11LM - Aqara Motion sensor (EndDevice)
[2024-10-16 21:14:13] info: 	z2m: Бойлер (0x187a3efffe479508): TO-Q-SY1-JZT - Tongou Din smart relay (with power monitoring via polling) (Router)
[2024-10-16 21:14:13] info: 	z2m: Датчик дверей підвалу (0x00158d00032b8810): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-10-16 21:14:13] info: 	z2m: Датчик протікання води у ванній (0x00158d0004447ad2): SJCGQ11LM - Aqara Water leak sensor (EndDevice)
[2024-10-16 21:14:13] info: 	z2m: Датчик протікання води у підвалі (0x00158d0004447a4c): SJCGQ11LM - Aqara Water leak sensor (EndDevice)
[2024-10-16 21:14:13] info: 	z2m: Повторювач над холодильником (0x00124b0014d9a2a8): CC2530.ROUTER - Custom devices (DiY) CC2530 router (Router)
[2024-10-16 21:14:13] info: 	z2m: Температура у кухні (0x00158d0003230730): WSDCGQ11LM - Aqara Temperature and humidity sensor (EndDevice)
