[2024-12-18 22:56:45] info: 	z2m: Logging to console, file (filename: log.log)
[2024-12-18 22:56:45] info: 	z2m: Starting Zigbee2MQTT version 1.42.0 (commit #861cba6)
[2024-12-18 22:56:45] info: 	z2m: Starting zigbee-herdsman (2.1.9)
[2024-12-18 22:56:46] info: 	zh:zstack:znp: Opening SerialPort with {"path":"/dev/ttyUSB1","baudRate":115200,"rtscts":false,"autoOpen":false}
[2024-12-18 22:56:46] info: 	zh:zstack:znp: Serialport opened
[2024-12-18 22:56:46] info: 	z2m: zigbee-herdsman started (resumed)
[2024-12-18 22:56:46] info: 	z2m: Coordinator firmware version: '{"meta":{"maintrel":1,"majorrel":2,"minorrel":7,"product":1,"revision":20240710,"transportrev":2},"type":"zStack3x0"}'
[2024-12-18 22:56:46] info: 	z2m: Повторювач над холодильником (0x00124b0014d9a2a8): CC2530.ROUTER - Custom devices (DiY) CC2530 router (Router)
[2024-12-18 22:56:46] info: 	z2m: Розерка теплої підлоги (0x00158d00039e208a): ZNCZ02LM - Xiaomi Mi smart plug (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Температура на кухні (0x00158d0003230730): WSDCGQ11LM - Aqara Temperature and humidity sensor (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Датчик протікання у ванній (0x00158d0004447ad2): SJCGQ11LM - Aqara Water leak sensor (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Бойлер (0x187a3efffe479508): TO-Q-SY1-JZT - Tongou Din smart relay (with power monitoring via polling) (Router)
[2024-12-18 22:56:46] info: 	z2m: Розетка котла (0x00158d00039e22ad): ZNCZ02LM - Xiaomi Mi smart plug (Router)
[2024-12-18 22:56:46] info: 	z2m: Датчик протікання у підвалі (0x00158d0004447a4c): SJCGQ11LM - Aqara Water leak sensor (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Датчик відкриття дверей підвалу (0x00158d00032b8810): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Датчик відкриття вхідних дверей (0x00158d0003cd58b6): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Датчик руху до гаражу (0x00158d0003021258): RTCGQ11LM - Aqara Motion sensor (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Освітлення комори та гаражу (0x00158d000490abbb): QBKG12LM - Aqara Smart wall switch (with neutral, double rocker) (Router)
[2024-12-18 22:56:46] info: 	z2m: Датчик відкриття дверей гаражу (0x00158d00032198ab): MCCGQ11LM - Aqara Door and window sensor (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Вимикач освітлення сходів (0x00158d00014a6581): QBKG11LM - Aqara Smart wall switch (with neutral, single rocker) (Router)
[2024-12-18 22:56:46] info: 	z2m: Датчик руху на сходах (0x00158d00036c1dc2): RTCGQ11LM - Aqara Motion sensor (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Дзвінок на дверях (0x00158d00044b62d1): WXKG11LM - Aqara Wireless mini switch (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Дзвінок на вулиці (0x00158d00042bf9b9): WXKG11LM - Aqara Wireless mini switch (EndDevice)
[2024-12-18 22:56:46] info: 	z2m: Currently 16 devices are joined.
[2024-12-18 22:56:46] info: 	z2m: Zigbee: disabling joining new devices.
[2024-12-18 22:56:46] info: 	z2m: Connecting to MQTT server at mqtt://localhost
[2024-12-18 22:56:47] info: 	z2m: Connected to MQTT server
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2024-12-18 22:56:47] info: 	z2m: Started frontend on port 8090
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/bridge/state', payload '{"state":"online"}'
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Повторювач над холодильником', payload '{"last_seen":"2024-12-18T20:55:52.816Z","led":false,"linkquality":21}'
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розерка теплої підлоги', payload '{"consumption":0.15420348942279816,"device_temperature":41,"energy":0.15,"last_seen":"2024-12-18T20:55:04.025Z","linkquality":21,"power":0,"power_outage_count":1155,"power_outage_memory":null,"state":"OFF","update":{"installed_version":-1,"latest_version":-1,"state":null},"update_available":null}'
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Температура на кухні', payload '{"battery":90,"humidity":65.9,"last_seen":"2024-12-18T20:55:44.535Z","linkquality":18,"power_outage_count":37132,"pressure":979.7,"temperature":19.09,"voltage":2985}'
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик протікання у ванній', payload '{"battery":100,"battery_low":null,"device_temperature":20,"last_seen":"2024-12-18T20:27:04.063Z","linkquality":18,"power_outage_count":15,"trigger_count":0,"voltage":3055,"water_leak":null}'
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Бойлер', payload '{"current":0,"energy":449.39,"indicator_mode":null,"last_seen":"2024-12-18T20:55:52.914Z","linkquality":18,"power":0,"power_outage_memory":"restore","state":"ON","update":{"installed_version":-1,"latest_version":-1,"state":null},"update_available":null,"voltage":252}'
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Розетка котла', payload '{"consumption":8.081865310668945,"device_temperature":31,"energy":8.08,"last_seen":"2024-12-18T20:55:12.140Z","linkquality":21,"power":0,"power_outage_count":1276,"power_outage_memory":null,"state":"OFF","update":{"installed_version":-1,"latest_version":-1,"state":null},"update_available":null}'
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик протікання у підвалі', payload '{"battery":90,"battery_low":null,"device_temperature":16,"last_seen":"2024-12-18T20:31:10.884Z","linkquality":21,"power_outage_count":176,"trigger_count":0,"voltage":2985,"water_leak":null}'
[2024-12-18 22:56:47] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Датчик відкриття дверей підвалу', payload '{"battery":77,"contact":true,"device_temperature":14,"last_seen":"2024-12-18T20:35:39.931Z","linkquality":21,"power_outage_count":857,"trigger_count":0,"voltage":2965}'
